 80076 	  50275
 95182 	 127102
 95182 	 127242
106302 	  52768
106205 	  92014
126200 	 105200
124999 	 102380
 28241 	  52768
 93171 	  91563
114379 	 105200
101280 	  91563
 85402 	  91563
 85402 	  80370
101160 	  50275
 92250 	  82246
 82503 	 127102
 82503 	 127242
 82503 	 128844
 82503 	 130983
 82503 	 102278
 69026 	  75030
 69026 	 105455
102503 	 101160
 94264 	  95442
113290 	  80370
113290 	  51289
100909 	  75030
100909 	 105455
 65863 	 127242
 65863 	 102278
 44074 	  52768
 44074 	  94332
 44074 	  53672
130218 	  52768
130218 	  94332
129644 	  59539
129644 	  52768
 93950 	 102380
 58481 	 122840
118363 	  94332
100782 	  59539
100782 	   2986
100782 	  53672
101892 	  51289
101892 	 122840
101892 	 108185
101892 	  70646
126216 	  52768
126216 	 105200
129434 	  75030
 91637 	  82555
125161 	  91563
125161 	   5543
125161 	 101160
105733 	 127242
105733 	  67846
105733 	  53106
105733 	 130986
119311 	  52768
119311 	 105200
119311 	  28241
119311 	  94332
119311 	  58481
119311 	  94785
119311 	 103296
125839 	   2986
125839 	  53672
125839 	 103296
 43129 	   4363
 43129 	  43129
124080 	 105455
124080 	 102278
124080 	 128762
109370 	 105970
109370 	  94785
 97207 	 118363
 97207 	 100782
 97207 	 102383
116522 	 127102
116522 	 128844
116522 	 130983
116522 	   4363
116522 	 130986
116522 	 128762
103133 	  90147
103133 	  94785
 95336 	  75030
 95336 	 130986
 95336 	 128762
 95336 	   2622
 98252 	   8980
118768 	  93950
118768 	 102383
118768 	 128762
128974 	 127102
128974 	  75030
128974 	 128844
128974 	 130983
128974 	 130986
128974 	 128762
  3208 	 122840
 10274 	 122840
 65192 	  91563
 99455 	 118363
 96900 	 108127
114259 	  82555
114259 	   5103
119112 	  59539
119112 	   2986
119112 	  53672
119112 	 103296
  2524 	 102278
  2524 	  67846
  2524 	  43129
  2524 	   2524
 37464 	 102380
 93866 	  92014
108273 	   4363
108273 	  93950
108273 	  53106
108273 	 128762
108273 	   2524
  2996 	  28241
  2996 	 111407
  2996 	  79310
110588 	  50275
110588 	 114535
110588 	  65863
101749 	  92014
101749 	 101510
108174 	  70752
108174 	 120065
108174 	  73957
  2251 	 105200
  2251 	   8179
 75566 	 105200
 75566 	  65863
 75566 	 105815
 75566 	  94785
 75566 	 114673
122600 	 113027
122600 	  52894
122600 	 108127
 62649 	 101463
115220 	 105455
115220 	 118363
115220 	 102383
 81262 	   4363
 81262 	 115606
 48486 	 127102
 48486 	 127242
 48486 	 128844
 48486 	 130983
 48486 	  95442
 48486 	 127855
 48486 	   4363
 48486 	  93950
 48486 	 130986
 48486 	 128762
 37931 	 111407
 37931 	 116522
 37931 	 107489
 74286 	  92014
 74286 	 127242
 74286 	 102481
124177 	 102278
124177 	  67846
124177 	  43129
124177 	  16404
 51767 	  52768
 51767 	   2986
 51767 	  53672
 51767 	  67362
 51767 	 103296
 51767 	   2996
 98469 	 111666
119685 	   5543
 77148 	 106205
 96223 	 122840
 70314 	 127242
 70314 	  67846
 70314 	  53106
 70314 	  28201
118432 	 102278
118432 	  92527
