 92753 	  94908
117976 	  94908
100225 	  94908
106205 	  39079
 96738 	  50275
  8980 	 126040
 82503 	  80370
122840 	 110641
122840 	 110571
 85972 	  94908
 94785 	 106567
115173 	  94927
115173 	 117891
115173 	 130665
115173 	 126626
115173 	 129434
124419 	 104295
 91637 	 110268
125161 	  52768
125161 	  94332
128762 	  95603
 91880 	 126626
108127 	  82555
108127 	  92250
 98252 	  90147
 98252 	  94785
118768 	  52894
 79768 	  99477
122945 	  95603
119617 	 120065
108273 	  70646
115606 	 101365
 92527 	  94927
 92527 	 117891
 92527 	 130665
 92527 	 126626
 92527 	 129434
 92527 	 128492
 52224 	  94927
 52224 	 110641
 52224 	 130665
 52224 	 129434
103677 	  94908
103677 	 100909
103677 	 104295
103677 	 101749
103677 	 103677
122600 	  78533
122600 	   2332
122600 	  76449
 62649 	  73957
 62268 	 130665
 62268 	 126626
 62268 	 129434
 58416 	 107489
105413 	  95573
105413 	  95603
106697 	   1531
116898 	 127451
116898 	  97207
105156 	  96511
105156 	 106302
105156 	  96012
105156 	 119617
119717 	  95603
 95409 	  96511
 95409 	 119680
 95409 	 106302
 95409 	 129644
 95409 	 125839
 98469 	 106205
 98469 	  95603
119685 	 114535
121308 	  94908
121308 	 124080
121308 	 103677
 77148 	  95781
 70314 	  52894
  3715 	 100909
115258 	  52768
115258 	  90147
115258 	  94785
115258 	  85142
115258 	  90137
 87759 	  95603
 87759 	 119717
 87759 	 124225
 87759 	  96223
118432 	 121308
  2267 	  52894
  2267 	  69513
107890 	  96511
107890 	 125839
107890 	 124477
107890 	  95409
107890 	 119685
 95790 	 105200
 94005 	  96511
 94005 	 119680
 94005 	 129644
 94005 	 124477
 94005 	  95409
117950 	 114535
117950 	  65863
117950 	   2267
117950 	  94005
109086 	   1531
105523 	  53672
105523 	  65782
105523 	   2267
129421 	 124177
113610 	  76155
 93696 	 114535
 93696 	  94785
 93696 	   2267
119884 	  95513
123022 	 127451
123022 	  97207
121157 	  65782
  7303 	 131017
126651 	 120065
 92509 	  69513
 75661 	 109086
 75661 	 129421
 77586 	 117891
 77586 	 110641
 77586 	 128492
103733 	   1531
 74664 	  95573
 74664 	  96223
 74664 	 123976
100737 	 126248
100737 	 113610
108765 	 101892
119270 	  94908
119270 	 124080
119270 	 103677
119270 	 117884
119270 	 110898
119270 	 110974
108254 	 106567
103038 	  95573
103038 	  95603
103038 	 124225
103038 	  95790
103038 	 123976
 99548 	  65782
  7854 	  95573
  7854 	  95603
  7854 	  96113
  7854 	 124225
 66058 	  94908
 66058 	 124080
 66058 	 103677
 66058 	 117884
126274 	 124177
119890 	   1531
 41611 	 126869
117924 	   1531
126992 	 113610
105872 	 117924
101248 	 124069
 97187 	  52768
 97187 	  94332
 97187 	  85142
 97187 	   2267
 97187 	  81503
131601 	  99159
 86570 	  95929
 97422 	  95573
 97422 	  95603
 97422 	  95790
 97422 	 123976
113690 	  92250
113690 	 107458
108883 	  82555
108883 	 108174
113068 	 124177
113068 	  96495
 90406 	 117891
 90406 	 110641
 90406 	 128492
 52076 	  70314
 52076 	  80885
 34899 	  78533
 34899 	   2332
 34899 	  76449
 34899 	  74286
 34899 	  76438
 34899 	  74664
 34899 	  41611
 34899 	  62617
 94032 	  99477
 94032 	 111569
129520 	    514
129520 	  81503
125120 	 106567
 98813 	  90147
 98813 	 114535
 98813 	  94785
 98813 	  90137
 98813 	   2267
 61674 	  82555
125231 	 107489
 92153 	  96900
 97373 	  96511
 97373 	  96012
 97373 	 111666
 97373 	  95781
 97373 	  95409
 97373 	 126248
 97373 	 106244
 97373 	 126048
 82662 	  91563
 82662 	 122022
 82662 	  73957
105591 	 113610
118243 	  94927
118243 	 117891
118243 	 126626
118243 	 129434
118243 	 128492
118243 	 122600
114929 	 114379
123347 	 114535
123347 	  94785
123347 	   2267
105144 	 126869
  3476 	 122022
  3476 	  92865
  3476 	 105144
122256 	   1531
122256 	  73555
 87194 	  94927
 87194 	 117891
 87194 	 130665
 87194 	 128492
