110268 	 130665
 51289 	  93163
 85972 	  94908
122251 	  18307
 77153 	 128492
  5133 	  15511
107568 	  95573
107568 	  95603
 10274 	  81306
 79768 	 102503
 65192 	  95442
 65192 	 100782
120998 	  68681
 52224 	 129434
 37931 	 110268
 37931 	 122945
106697 	  15511
 95409 	 125839
 77148 	 119685
107890 	 119617
 94005 	 126248
109086 	  15511
122891 	  68681
105523 	 128762
 98991 	 130665
119884 	 117891
 77586 	 130665
103733 	  15511
100737 	 113610
108765 	 119311
119270 	  94908
119270 	 103677
103038 	 124225
  7854 	 119717
119890 	  15511
117924 	  15511
101248 	 124881
124765 	 128974
 66016 	  99159
 86570 	 101892
128975 	 103813
128975 	 110898
102759 	 106302
102759 	 106244
117490 	 122945
117490 	 117490
117344 	 110268
 94032 	 102503
 94032 	 102704
125120 	 106567
121983 	  95409
 97373 	 129644
 97373 	 111666
124281 	  95748
122256 	  88141
