127102 	 100617
127102 	  88141
102380 	  59539
 92014 	 117976
128397 	  88141
205919 	  59539
127242 	 100617
127242 	  94908
127242 	  94927
127242 	 118052
127242 	 102380
127242 	 117891
127242 	 119680
127242 	 127242
126869 	  78533
 52768 	 100617
 52768 	  96511
 52768 	 130387
 52768 	 119680
  2986 	  80076
126040 	 100617
126040 	  59539
 76155 	  78533
128844 	  59539
105200 	  50275
 15511 	   2986
 66388 	  78533
114621 	  52768
109693 	  59539
109693 	  78533
 88333 	  59539
 88333 	 118052
 70752 	  15511
130780 	  52768
107934 	  78533
105455 	  59539
105455 	  78533
126626 	  78533
  9967 	   2986
 93171 	  78533
114379 	  78533
131151 	 100617
131151 	  94927
131151 	  59539
131151 	 117891
131151 	  93163
131151 	 100225
131151 	 130665
131151 	  95573
131151 	  97838
131151 	  15511
131151 	 110571
131151 	  99902
131151 	 126626
 65408 	  59539
 65408 	  90154
 65408 	  80076
 29716 	  78533
101280 	  90154
103813 	 113401
103813 	  88141
103813 	 118052
103813 	 100225
103813 	  95573
103813 	  76155
103813 	 109693
103813 	  96738
103813 	 130780
103813 	 131018
103813 	 126200
103813 	  51213
103813 	 110268
 85402 	  78533
 95603 	  78533
 95603 	  51213
 10217 	  90154
 66308 	  66388
 91926 	  78533
 91926 	  85402
 95442 	  78533
 92865 	  59539
 92865 	  78533
 82503 	  63310
 94332 	  59539
 94332 	  78533
 94332 	   2986
 31490 	  39337
 69026 	 106567
114535 	 100617
114535 	  80076
114535 	  97838
114535 	  62372
114535 	  66388
114535 	  18307
114535 	  95442
129859 	  78533
102078 	  51213
 51289 	  51213
 51289 	  96113
111407 	  78533
111407 	  85402
113290 	  90154
113290 	  15511
122840 	  51213
122840 	  85402
108185 	  59539
108185 	  78533
108185 	  51213
 99477 	  85402
105970 	 118052
105970 	  76155
105970 	 110268
105970 	  90147
105970 	  94332
105970 	 122840
105970 	 117951
131017 	  59539
131017 	  29716
 72459 	  59539
 72459 	  51213
101510 	  88141
101510 	 102380
101510 	 119680
101510 	 106205
101510 	  15511
101510 	 114621
101510 	  93171
101510 	 131151
101510 	   7012
101510 	  31490
101510 	 102503
101510 	  94264
116115 	  85402
  4363 	 113401
  4363 	 118052
  4363 	 100225
  4363 	  95573
  4363 	 109693
  4363 	  96738
  4363 	 130780
  4363 	 131018
  4363 	 126200
  4363 	  51213
  4363 	 110268
  4363 	 127649
  4363 	  90147
  4363 	 100909
  4363 	 108185
  4363 	 117951
 85890 	 106567
 85890 	  94927
 85890 	 130387
 85890 	 102380
 85890 	 117891
 85890 	 130665
 85890 	 110571
 85890 	 109693
 85890 	  91848
 85890 	 126626
 85890 	 101160
 85890 	  95442
 85890 	   7012
 85890 	   5646
 85890 	 102503
 85890 	 130218
 85890 	   4363
 67362 	 101160
 67362 	 122840
119111 	  78533
119111 	  51213
119325 	  59539
119325 	  67362
129644 	  44074
 70646 	  78533
 70646 	  85402
 70646 	  85890
101544 	  78533
 67846 	  78533
 67846 	  51213
 67846 	  85402
 67846 	  96113
 67846 	  67362
129960 	  39337
 81306 	  85402
 81306 	  85890
101892 	 100617
101892 	 117976
101892 	 106205
101892 	  15511
101892 	  99902
126216 	  78533
130986 	  67362
 85972 	  78533
 85972 	  51213
 85972 	  96113
 85972 	  67362
 94785 	  85890
115173 	  85402
115173 	  85890
104295 	  51213
104295 	  85890
124419 	  59539
124419 	  78533
124419 	  67362
128492 	  78533
128492 	  44074
 91637 	  67362
 91637 	 126216
102383 	 119680
102383 	 130218
  2332 	  59539
  2332 	  78533
122251 	  95573
122251 	   5543
122251 	 114621
122251 	 109693
122251 	  51213
122251 	  96113
122251 	 117951
122251 	 101892
 68681 	  78533
105733 	 130387
105733 	 126869
105733 	  97838
105733 	  15511
105733 	  29716
105733 	  63310
105733 	  31490
105733 	 101510
105733 	 102383
105733 	  68681
 72992 	 105733
  2911 	  44074
  2911 	   2332
 65887 	  67362
 36327 	  78533
130217 	  78533
130217 	  51213
119311 	  78533
128762 	  59539
128762 	  67362
 43129 	 100617
 43129 	  94927
 43129 	 130665
 43129 	  96738
 43129 	 126626
 43129 	 102503
 43129 	 113290
 43129 	 129644
 43129 	 129434
 43129 	   2911
  5103 	  94332
  5103 	 122840
 77153 	  78533
 77153 	  51213
109370 	  78533
109370 	  67362
  2622 	  85890
  2622 	  68681
 97207 	  15511
 97207 	  66388
 97207 	  85402
116522 	  52768
116522 	  66388
116522 	  72459
  5133 	 100617
  5133 	 113401
  5133 	  94908
  5133 	  94927
  5133 	 127102
