100225 	 117891
127533 	 110641
105455 	 117891
110268 	 127533
127649 	 100225
 10217 	  76155
 31490 	  81305
 96113 	 128397
 96113 	 124999
108185 	 127533
 99477 	 118052
129134 	 128397
125839 	  80370
 77153 	 110641
107568 	 100225
125990 	 129134
 69633 	  96738
 79768 	 124080
 79768 	 103133
101673 	  96738
114259 	 115173
114259 	 104295
 92527 	 102481
103677 	 103133
 62649 	  76155
 62268 	 110571
 62268 	 100909
 62268 	 102481
 16404 	 100225
 16404 	  95573
 16404 	 110571
 16404 	 101544
 16404 	 115173
 16404 	 103133
 16404 	  99159
105413 	 115220
111297 	 104295
111297 	 101749
127221 	 110571
127221 	 117884
 34379 	 119680
119717 	 115220
 95409 	 101280
121308 	 117891
121308 	 117884
  3715 	 110641
  3715 	 115173
  3715 	 106697
 87759 	 125839
126248 	 110571
126248 	 115258
102995 	 101673
 94005 	 103133
 94005 	  99159
 94005 	 115220
 94005 	 102995
123976 	  58632
 65978 	 124225
 79171 	 124177
124881 	 131017
129421 	 129644
129421 	 111666
129421 	 126248
 98991 	 110641
 98991 	 127533
 98991 	 104295
 98991 	 103133
 98991 	 101749
 98991 	 115220
 98991 	 106697
 98991 	 102995
 98991 	 129747
119884 	 127533
119884 	 122600
119884 	 129747
110974 	 102383
122171 	 106697
 62878 	 101486
 77586 	  94927
 77586 	 104295
 77586 	 101749
 77586 	 106697
128300 	 101510
 66886 	 124225
100737 	 124419
100737 	 124881
108254 	 100909
108254 	 110974
103038 	 126248
103038 	 110898
 66058 	 110974
 66058 	 126646
126274 	 117884
126274 	 110898
 41611 	 130387
 41611 	 130780
 41611 	 127649
 41611 	 126974
 60615 	 110571
 60615 	 117884
 60615 	 110898
 60615 	 115883
 60615 	 103038
103084 	 128844
103084 	 126721
128707 	 127382
101248 	 124177
 66016 	 101544
 66016 	 117884
131601 	 108765
131601 	 124765
 68241 	 100225
 97422 	 115220
 94367 	 127221
128975 	  94908
128975 	 117891
128975 	 110641
128975 	 100225
128975 	 115173
128975 	 104295
128975 	 101749
128975 	 115220
128975 	 124365
 90406 	  94927
 90406 	 104295
 90406 	 101749
117344 	 101850
 69636 	 103133
 69636 	 127221
 69636 	 126248
 69636 	 108765
 69636 	 111569
 69636 	  95748
 94032 	 124080
 94032 	 103133
 94032 	 117884
 94032 	 123976
 98993 	 101365
125120 	 102481
125120 	 117884
125120 	 127221
125120 	 115258
125120 	 123702
101626 	 130780
101626 	 127451
 98813 	  94005
 98813 	   2268
 98813 	   7854
 97373 	 108765
 97373 	 103038
124281 	 124419
105591 	 103133
105591 	 127221
105591 	 113681
105591 	 128300
105591 	 117793
118243 	 110571
118243 	 102481
118243 	 124477
118243 	 110898
118243 	 128300
118243 	 113690
118243 	 123702
118243 	 117793
100687 	 128079
123347 	   2268
105144 	 130387
105144 	 130780
105144 	 127649
105144 	 126974
105144 	 126992
113084 	 100909
113084 	 110974
 87194 	 124080
 87194 	 117884
