 50275 	  94908 	 0.27 	 0.36
 50275 	  59539 	 0.27 	 0.36
205919 	  88141 	 0.26 	 0.33
 78533 	  59539 	 0.25 	 0.36
 52768 	  95182 	 0.20 	 0.36
 62372 	 117976 	 0.29 	 0.36
105200 	  95182 	 0.24 	 0.36
 15511 	  91563 	 0.21 	 0.33
109693 	  80370 	 0.29 	 0.33
109693 	  15511 	 0.27 	 0.33
122022 	  88141 	 0.20 	 0.33
122022 	  81305 	 0.21 	 0.33
 18307 	 117976 	 0.27 	 0.36
 18307 	 114621 	 0.28 	 0.36
 70752 	 117891 	 0.28 	 0.33
 28241 	  95182 	 0.21 	 0.36
 82246 	 100225 	 0.24 	 0.30
 82246 	  95182 	 0.27 	 0.30
 65408 	   2986 	 0.29 	 0.36
 65408 	  82246 	 0.22 	 0.30
 29716 	 117976 	 0.25 	 0.36
 29716 	 114621 	 0.28 	 0.36
 29716 	  91848 	 0.24 	 0.36
110268 	  88141 	 0.22 	 0.33
110268 	  81305 	 0.20 	 0.33
110268 	  15511 	 0.26 	 0.33
101160 	   9595 	 0.24 	 0.32
 90147 	  52768 	 0.27 	 0.36
 90147 	  10217 	 0.26 	 0.30
 66308 	   5543 	 0.26 	 0.32
 91926 	  92753 	 0.25 	 0.33
 91926 	 109693 	 0.24 	 0.33
117081 	   2986 	 0.28 	 0.36
117081 	  82246 	 0.28 	 0.30
117081 	  10217 	 0.22 	 0.30
 92865 	  91563 	 0.25 	 0.33
 92250 	  62372 	 0.24 	 0.36
 92250 	  18307 	 0.24 	 0.36
 92250 	  29716 	 0.22 	 0.36
 82503 	 101160 	 0.23 	 0.32
 94332 	  78533 	 0.22 	 0.36
 94332 	  65408 	 0.24 	 0.36
 94332 	  10217 	 0.27 	 0.30
 31490 	  50275 	 0.25 	 0.31
 31490 	  82555 	 0.27 	 0.31
 31490 	  52768 	 0.22 	 0.31
 31490 	  28241 	 0.28 	 0.31
 31490 	  90147 	 0.28 	 0.31
 31490 	  94332 	 0.22 	 0.31
 69026 	  80370 	 0.21 	 0.33
 69026 	 109693 	 0.24 	 0.33
 69026 	 122022 	 0.21 	 0.33
114535 	  59539 	 0.28 	 0.36
114535 	  95182 	 0.22 	 0.36
 96113 	 114621 	 0.29 	 0.36
 96113 	  91848 	 0.21 	 0.36
 96113 	  29716 	 0.20 	 0.36
 96113 	 114535 	 0.25 	 0.36
111407 	  95182 	 0.23 	 0.36
122840 	   9595 	 0.20 	 0.32
122840 	  82503 	 0.27 	 0.32
100909 	  82555 	 0.27 	 0.36
 65863 	  59539 	 0.28 	 0.36
 65863 	  95182 	 0.25 	 0.36
 65863 	  10217 	 0.21 	 0.30
 53672 	  78533 	 0.20 	 0.36
108185 	  88141 	 0.25 	 0.33
108185 	  80370 	 0.28 	 0.33
108185 	  15511 	 0.24 	 0.33
108185 	  91926 	 0.25 	 0.33
117951 	  50275 	 0.29 	 0.36
105970 	  65408 	 0.22 	 0.36
 44074 	  82555 	 0.20 	 0.36
 44074 	  95182 	 0.20 	 0.36
 44074 	 105200 	 0.21 	 0.36
 44074 	  28241 	 0.21 	 0.36
 44074 	  82246 	 0.27 	 0.30
 44074 	 117081 	 0.26 	 0.36
 44074 	 114535 	 0.22 	 0.36
 44074 	 111407 	 0.26 	 0.36
 44074 	  65863 	 0.22 	 0.36
116115 	  39337 	 0.28 	 0.36
116115 	  96113 	 0.29 	 0.36
 67362 	  82555 	 0.24 	 0.36
 67362 	  95182 	 0.21 	 0.36
 67362 	 105200 	 0.29 	 0.36
 67362 	  28241 	 0.25 	 0.36
 67362 	  65408 	 0.22 	 0.36
 67362 	 117081 	 0.22 	 0.36
 67362 	 111407 	 0.22 	 0.36
 58481 	  78533 	 0.21 	 0.36
 58481 	  95182 	 0.26 	 0.36
 58481 	  65408 	 0.25 	 0.36
 58481 	  10217 	 0.23 	 0.30
 58481 	  44074 	 0.24 	 0.36
 58481 	 116115 	 0.25 	 0.36
 58481 	  67362 	 0.22 	 0.36
 70646 	 109693 	 0.29 	 0.33
101544 	  50275 	 0.29 	 0.36
105815 	 116115 	 0.28 	 0.36
126216 	  97838 	 0.22 	 0.32
 85972 	  88141 	 0.22 	 0.33
 94785 	  59539 	 0.28 	 0.36
 94785 	  95182 	 0.28 	 0.36
 94785 	  31490 	 0.24 	 0.31
 94785 	  44074 	 0.22 	 0.36
104295 	  50275 	 0.29 	 0.36
 91637 	  82246 	 0.24 	 0.32
  2332 	  59539 	 0.25 	 0.36
  2332 	   2986 	 0.27 	 0.36
  2332 	  65408 	 0.21 	 0.36
  2332 	  94332 	 0.22 	 0.36
  2332 	  53672 	 0.20 	 0.36
  2332 	 105970 	 0.27 	 0.36
  2332 	 116115 	 0.24 	 0.36
  2332 	  58481 	 0.21 	 0.36
122251 	  50275 	 0.22 	 0.36
 68681 	 119680 	 0.24 	 0.33
 68681 	  88333 	 0.22 	 0.33
 68681 	 127451 	 0.21 	 0.33
105733 	  94908 	 0.28 	 0.36
105733 	  76155 	 0.22 	 0.36
105733 	 114621 	 0.29 	 0.36
105733 	 125052 	 0.20 	 0.36
