 95573 	  96511 	 0.65 	 0.77
106205 	  96511 	 0.60 	 0.70
126626 	 110571 	 0.65 	 0.76
 95603 	  96511 	 0.65 	 0.74
129960 	 127102 	 0.64 	 0.72
129960 	 128844 	 0.64 	 0.70
129960 	 130983 	 0.64 	 0.73
129434 	 103813 	 0.69 	 0.71
104295 	  94908 	 0.62 	 0.71
124080 	  94927 	 0.64 	 0.73
124080 	 117891 	 0.66 	 0.76
124080 	 129434 	 0.66 	 0.77
103133 	 110571 	 0.68 	 0.73
 96012 	  96511 	 0.60 	 0.75
122945 	  97838 	 0.63 	 0.78
119617 	  96511 	 0.69 	 0.72
 99455 	  99477 	 0.63 	 0.77
110588 	 110641 	 0.63 	 0.79
101749 	  94908 	 0.62 	 0.70
103677 	 104295 	 0.62 	 0.72
103677 	 101749 	 0.62 	 0.70
122600 	 110641 	 0.63 	 0.71
115220 	 110588 	 0.61 	 0.79
115220 	 122600 	 0.65 	 0.71
101648 	  97838 	 0.64 	 0.71
127221 	 124477 	 0.62 	 0.79
 95409 	 127221 	 0.64 	 0.76
 99213 	 101892 	 0.63 	 0.76
 98469 	 101892 	 0.68 	 0.77
128471 	 130665 	 0.66 	 0.73
115258 	 126626 	 0.62 	 0.75
102995 	 110641 	 0.69 	 0.75
102995 	 110588 	 0.65 	 0.74
 95790 	  96012 	 0.67 	 0.73
123976 	 115173 	 0.68 	 0.72
123976 	 117884 	 0.65 	 0.72
122891 	 122945 	 0.67 	 0.79
129421 	 129131 	 0.65 	 0.71
113610 	 126626 	 0.69 	 0.77
103091 	 117950 	 0.66 	 0.77
110898 	 128471 	 0.69 	 0.76
110974 	 129434 	 0.69 	 0.77
123022 	 122945 	 0.67 	 0.77
118234 	 103091 	 0.63 	 0.80
123045 	 101648 	 0.62 	 0.77
126651 	 128397 	 0.63 	 0.77
113681 	 127221 	 0.63 	 0.77
128300 	 110571 	 0.66 	 0.74
128300 	 128471 	 0.66 	 0.73
128300 	 113610 	 0.68 	 0.74
103038 	 110641 	 0.62 	 0.71
126048 	 129434 	 0.64 	 0.71
 99548 	 102278 	 0.60 	 0.72
127707 	 130665 	 0.65 	 0.71
127707 	 110898 	 0.60 	 0.74
127707 	 128300 	 0.60 	 0.72
126274 	 110974 	 0.61 	 0.73
124069 	 111666 	 0.64 	 0.74
103084 	 124477 	 0.60 	 0.72
103084 	 124881 	 0.61 	 0.73
130419 	 126216 	 0.61 	 0.72
117924 	 122251 	 0.63 	 0.70
 96495 	 119717 	 0.61 	 0.74
124765 	 123976 	 0.60 	 0.76
 95929 	  96900 	 0.69 	 0.76
124365 	 101510 	 0.64 	 0.71
113690 	 127221 	 0.62 	 0.79
113690 	 103084 	 0.60 	 0.72
108883 	 103733 	 0.69 	 0.70
123702 	 126626 	 0.67 	 0.77
123702 	 128471 	 0.64 	 0.72
 95748 	 106302 	 0.69 	 0.73
 95748 	 126225 	 0.64 	 0.80
117793 	 110571 	 0.66 	 0.76
117793 	 128471 	 0.66 	 0.72
117793 	 113610 	 0.68 	 0.78
117793 	 127707 	 0.60 	 0.70
117793 	 123702 	 0.65 	 0.78
117344 	 101160 	 0.60 	 0.79
117344 	 122840 	 0.66 	 0.80
117344 	 101648 	 0.69 	 0.77
117344 	 123022 	 0.65 	 0.78
 97464 	 117344 	 0.64 	 0.76
113639 	 125839 	 0.64 	 0.71
113639 	 103084 	 0.67 	 0.70
117925 	 103091 	 0.67 	 0.74
 95496 	 113290 	 0.62 	 0.72
 95496 	  95929 	 0.65 	 0.74
 97373 	 101892 	 0.66 	 0.78
124281 	 125839 	 0.61 	 0.79
124281 	 110974 	 0.68 	 0.70
124281 	 113639 	 0.68 	 0.71
124281 	 101626 	 0.65 	 0.79
 96106 	 106302 	 0.64 	 0.76
 96106 	  95781 	 0.64 	 0.77
118243 	 103091 	 0.64 	 0.72
100687 	 101280 	 0.68 	 0.74
100687 	 130217 	 0.68 	 0.72
130833 	 126651 	 0.69 	 0.78
 98306 	 110641 	 0.66 	 0.72
103607 	 126626 	 0.61 	 0.72
