119111 	 117951 	 0.33 	 1.00
 58481 	  28241 	 0.31 	 1.00
 53106 	  67846 	 0.38 	 1.00
122251 	 101544 	 0.30 	 1.00
 43129 	  67846 	 0.37 	 1.00
 43129 	  53106 	 0.40 	 1.00
107458 	 105970 	 0.31 	 1.00
108273 	  78533 	 0.31 	 1.00
 81262 	 205919 	 0.33 	 1.00
 81262 	  79768 	 0.38 	 1.00
 48486 	  28241 	 0.36 	 1.00
127221 	  95573 	 0.33 	 1.00
127221 	  95603 	 0.33 	 1.00
 65782 	  94332 	 0.39 	 1.00
 65782 	  37464 	 0.38 	 1.00
 28201 	  67846 	 0.38 	 1.00
124225 	  95573 	 0.37 	 1.00
124225 	  95603 	 0.31 	 1.00
 96223 	  95573 	 0.34 	 1.00
 96223 	  95603 	 0.32 	 1.00
 96223 	 127221 	 0.39 	 1.00
 96223 	 119717 	 0.30 	 1.00
 70314 	  81262 	 0.37 	 1.00
  2267 	 114535 	 0.34 	 1.00
  2267 	   8179 	 0.32 	 1.00
   514 	  67362 	 0.33 	 1.00
   514 	  85142 	 0.32 	 1.00
 48728 	  10274 	 0.37 	 1.00
117213 	  91563 	 0.32 	 1.00
 94005 	   2267 	 0.30 	 1.00
122171 	 111407 	 0.35 	 1.00
 81503 	   2996 	 0.32 	 1.00
 82242 	  48486 	 0.32 	 1.00
 66563 	  65863 	 0.35 	 1.00
 66563 	   8179 	 0.31 	 1.00
 66563 	  94005 	 0.38 	 1.00
 80885 	  81262 	 0.36 	 1.00
 86131 	 205919 	 0.38 	 1.00
 86131 	  81262 	 0.31 	 1.00
 86131 	  48728 	 0.36 	 1.00
  7854 	   8179 	 0.31 	 1.00
  7854 	   2267 	 0.31 	 1.00
126574 	 119680 	 0.35 	 1.00
 96495 	 103733 	 0.39 	 1.00
101248 	 103091 	 0.34 	 1.00
 95929 	 103813 	 0.36 	 1.00
 95929 	 117884 	 0.31 	 1.00
 95929 	 110898 	 0.38 	 1.00
 95929 	 110974 	 0.36 	 1.00
 90122 	  52894 	 0.33 	 1.00
 86570 	  10274 	 0.37 	 1.00
 86570 	  86131 	 0.36 	 1.00
108883 	  96495 	 0.37 	 1.00
126225 	  96113 	 0.34 	 1.00
117925 	 102078 	 0.35 	 1.00
107802 	 108273 	 0.37 	 1.00
124281 	  95573 	 0.37 	 1.00
124281 	  95603 	 0.34 	 1.00
 89982 	  81262 	 0.35 	 1.00
 89982 	  48728 	 0.36 	 1.00
 89982 	  31394 	 0.35 	 1.00
 89982 	  86570 	 0.36 	 1.00
128928 	 111569 	 0.34 	 1.00
122396 	 101544 	 0.31 	 1.00
118243 	 102078 	 0.35 	 1.00
